"","treat","Annualinc","Annualexp","redeff","age","distance","weights"
"16814",0,1238400,962538,275862,32,0.0284688854274239,1
"16819",1,422400,323611,98789,47,0.0383836493947695,1
"16854",0,574800,420560,154240,52,0.0196957012175848,1
"16858",0,968400,673211,295189,38,0.0281567129249249,1
"16860",0,426000,305862,120138,24,0.196447208441379,1
"16863",1,682800,500556,182244,47,0.0238763077589897,1
"16867",0,1071600,790654,280946,54,0.00677571275628236,1
"16868",0,520800,402747,118053,51,0.0236861939761891,1
"16877",0,454800,331121,123679,24,0.188386304488831,1
"16885",0,612000,470451,141549,22,0.170195883495446,1
"16886",1,1333200,935982,397218,45,0.00834591550255894,1
"16892",0,704400,502145,202255,43,0.0311046522383753,1
"16908",0,1051200,770968,280232,38,0.0245908264960071,1
"16910",0,974400,738209,236191,38,0.028518799294579,1
"16915",0,1338000,988959,349041,34,0.0199806379343322,1
"16917",0,508800,388824,119976,22,0.198647257922211,1
"16926",1,877200,660687,216513,32,0.0534842809386986,1
"16938",0,411600,323743,87857,22,0.229420854933909,1
"16946",0,448800,330673,118127,21,0.229796730033872,1
"16948",1,670800,481460,189340,41,0.0385731760200889,1
"16954",0,1143600,815487,328113,24,0.0601222486436898,1
"16962",0,907200,609803,297397,57,0.00707213091596218,1
"16976",1,463200,391288,71912,38,0.0713127762802969,1
"16977",0,524400,384711,139689,24,0.16953911234258,1
"16978",0,1255200,913778,341422,38,0.0169156812215733,1
"16979",0,1088400,808908,279492,42,0.0169042799893118,1
"16983",0,1076400,779219,297181,21,0.0846414688008414,1
"16994",0,1053600,741024,312576,27,0.0560525699419164,1
"17007",0,1282800,1026208,256592,20,0.0661864195566349,1
"17008",0,394800,278609,116191,23,0.218751498491875,1
"17017",1,376800,256404,120396,49,0.0352759104825424,1
"17023",1,932400,650830,281570,49,0.0127832792037848,1
"17034",0,9e+05,631938,268062,38,0.0319631922654489,1
"17038",0,1244400,857178,387222,29,0.033996583219007,1
"17040",0,1416000,1094104,321896,20,0.0518394097443352,1
"17041",0,1208400,981705,226695,41,0.015175637700113,1
"17047",0,541200,479185,62015,22,0.193365023266067,1
"17053",0,508800,402195,106605,22,0.199502330414072,1
"17061",0,415200,305351,109849,20,0.255816933993811,1
"17062",0,410400,331137,79263,22,0.230403389584952,1
"17064",1,981600,649062,332538,28,0.0581358008104083,1
"17067",1,739200,608000,131200,28,0.092825115538823,1
"17074",1,936000,686890,249110,27,0.0696370058315002,1
"17115",1,1257600,930558,327042,45,0.00978571974741138,1
"17138",0,866400,652933,213467,53,0.0107549805293159,1
"17153",0,1056000,791875,264125,26,0.0612773911428051,1
"17166",0,786000,592684,193316,25,0.104499674210304,1
"17178",0,483600,354315,129285,39,0.0626851779031887,1
"17213",1,781200,619348,161852,34,0.0550878772520437,1
"17215",1,1002000,758639,243361,32,0.0429906750503667,1
"17224",0,589200,455726,133474,22,0.17638224219392,1
"17226",0,631200,519508,111692,22,0.167157943825037,1
"17227",0,1274400,948924,325476,26,0.0416315463709635,1
"17240",0,740400,551023,189377,42,0.0317601969292502,1
"17245",0,439200,307888,131312,20,0.246292644482086,1
"17248",1,884400,616732,267668,50,0.0129130624178858,1
"17254",1,1404000,1005920,398080,40,0.0109351458874243,1
"17266",0,372000,272842,99158,23,0.226851160464574,1
"17269",0,492000,374635,117365,23,0.190968127940738,1
"17272",0,444000,340501,103499,24,0.192551853776299,1
"17275",0,589200,405202,183998,40,0.0478202873272921,1
"17284",1,1198800,897991,300809,30,0.035168699834127,1
"17299",0,411600,339747,71853,20,0.259940472850522,1
"17302",0,718800,529728,189072,46,0.0241960314833269,1
"17308",1,1261200,958380,302820,35,0.0214750852103722,1
"17319",0,889200,727094,162106,36,0.0395294186415761,1
"17320",1,772800,605735,167065,40,0.0353591844589426,1
"17333",0,1138800,836020,302780,46,0.0112223675789862,1
"17338",1,1119600,844275,275325,26,0.0549385507870198,1
"17342",0,974400,721622,252778,30,0.052185132717354,1
"17350",1,913200,757829,155371,33,0.047816082041075,1
"17360",0,752400,493792,258608,35,0.0516637657656021,1
"17371",0,1134000,865668,268332,29,0.0428690042462877,1
"17375",0,793200,593827,199373,60,0.00707721430016432,1
"17391",0,590400,468959,121441,58,0.0121487897963026,1
"17408",0,430800,357532,73268,26,0.174056273556705,1
"17413",0,626400,491023,135377,20,0.190293072210057,1
"17430",1,1116000,808238,307762,26,0.0545916022116489,1
"17432",0,656400,488147,168253,21,0.168920176656672,1
"17433",0,567600,439572,128028,23,0.170729332531783,1
"17437",0,477600,359973,117627,20,0.235002657945118,1
"17445",1,757200,589104,168096,39,0.0391719429595856,1
"17457",1,416400,295377,121023,34,0.100958383079156,1
"17462",0,612000,470703,141297,60,0.00992229573917838,1
"17467",0,408000,321626,86374,26,0.179100043593273,1
"17471",1,931200,700831,230369,46,0.0165320804038598,1
"17495",1,369600,263167,106433,42,0.0609782985945005,1
"17508",0,439200,331426,107774,24,0.193594977341921,1
"17519",0,685200,522830,162370,20,0.173366044037842,1
"17529",1,1252800,1013758,239042,38,0.0176851568610553,1
"17531",0,1236000,796559,439441,48,0.00767133280959076,1
"17537",1,619200,465469,153731,35,0.066950245333305,1
"17539",0,549600,394627,154973,20,0.21058456886977,1
"17541",0,534000,379778,154222,22,0.189592706385566,1
"17543",0,542400,404728,137672,24,0.165256458726024,1
"17551",0,464400,362719,101681,20,0.240351716480756,1
"17554",1,464400,320043,144357,25,0.172917878208903,1
"17577",0,421200,291002,130198,25,0.184866548012298,1
"17582",1,1302000,1054452,247548,27,0.0379454942292293,1
"17586",0,367200,258448,108752,55,0.0226692954577573,1
"17588",1,891600,637334,254266,50,0.0128211059150358,1
"17599",1,878400,647673,230727,29,0.0664296914589454,1
"17632",1,896400,688458,207942,29,0.0650539852713718,1
"17635",0,1273200,886128,387072,39,0.0148946777520459,1
"17641",0,615600,434711,180889,21,0.178450345143412,1
"17645",1,450000,328920,121080,44,0.0456532923308826,1
"17652",1,1303200,1010411,292789,31,0.0273597073801476,1
"17659",0,534000,433170,100830,25,0.158480790951263,1
"17661",0,524400,382807,141593,45,0.0370412468909112,1
"17666",0,522000,379332,142668,22,0.193566617145884,1
"17671",1,387600,298915,88685,32,0.123002121725595,1
"17703",1,807600,663427,144173,41,0.0311458568110314,1
"17719",1,1101600,877599,224001,26,0.0577084114881268,1
"17720",0,483600,329135,154465,20,0.230487046408071,1
"17725",1,1042800,771680,271120,40,0.0214363300430019,1
"17735",0,567600,403700,163900,20,0.204805888250979,1
"17758",0,420000,299154,120846,23,0.210988573771928,1
"17769",0,946800,740148,206652,45,0.0175644308980241,1
"17781",1,696000,492428,203572,45,0.0270275987081923,1
"17789",0,567600,449530,118070,49,0.0255307501036259,1
"17795",0,1136400,880433,255967,41,0.0169838731326426,1
"17808",0,626400,439869,186531,23,0.153559089512526,1
"17828",0,484800,334168,150632,23,0.190855735133586,1
"17852",1,973200,789218,183982,31,0.0497785916685818,1
"17856",1,477600,383792,93808,34,0.0925462583592423,1
"17866",0,1374000,1030909,343091,20,0.0551335081958946,1
"17867",0,529200,399820,129380,32,0.0972007219723461,1
"17870",0,1318800,953149,365651,37,0.0162358987331355,1
"17871",0,571200,455109,116091,23,0.170514257239972,1
"17881",1,1326000,1025699,300301,28,0.033067665153669,1
"17898",0,1090800,803055,287745,26,0.0573481938592191,1
"17902",1,793200,620502,172698,44,0.0250387149078877,1
"17912",0,567600,444493,123107,22,0.182567295369558,1
"17922",1,451200,356481,94719,46,0.0395297922632934,1
"17924",0,590400,434860,155540,20,0.198910384649917,1
"17925",1,1032000,776122,255878,29,0.0510726995536986,1
"17927",0,1189200,834316,354884,45,0.0108968966569301,1
"17928",0,1321200,1079939,241261,23,0.0499133708550375,1
"17932",0,603600,494739,108861,22,0.174162177075992,1
"17959",1,524400,415104,109296,44,0.0404817097294057,1
"17970",0,439200,345217,93983,24,0.19445996514969,1
"17983",0,670800,495098,175702,21,0.164995703003948,1
"17992",0,804000,588020,215980,35,0.048187726261417,1
"17994",0,445200,357671,87529,20,0.247603303891869,1
"17999",0,410400,287090,123310,59,0.0153205953924753,1
"18001",0,385200,283468,101732,20,0.266587370014549,1
"18003",1,768000,580475,187525,34,0.0557595850777959,1
"18009",0,523200,408251,114949,20,0.221129353342382,1
"18013",1,1162800,863745,299055,27,0.0469901763075057,1
"18018",0,403200,304826,98374,26,0.1796295128643,1
"18058",0,673200,508878,164322,37,0.0525376393589645,1
"18062",0,783600,588348,195252,49,0.0171001692912332,1
"18068",0,483600,381770,101830,20,0.234252612342837,1
"18073",0,842400,622343,220057,44,0.0225949977897001,1
"18074",0,922800,674265,248535,22,0.102320607053176,1
"18075",1,972000,622471,349529,43,0.01858337826968,1
"18091",1,908400,615729,292671,26,0.077133382928759,1
"18107",0,966000,754940,211060,21,0.104058827124823,1
"18116",1,860400,654623,205777,25,0.0924943159677702,1
"18123",1,1338000,1073369,264631,39,0.0139783042091616,1
"18125",1,428400,327606,100794,43,0.0514401466606231,1
"18135",0,520800,382980,137820,21,0.206933611530695,1
"18151",1,1098000,933108,164892,44,0.0148779779084025,1
"18176",1,1372800,964236,408564,38,0.0134474120130696,1
"18177",1,942000,693728,248272,44,0.0188354755327687,1
"18182",1,621600,477377,144223,45,0.0313910746016691,1
"18188",0,1196400,842920,353480,31,0.0320413921898554,1
"18198",1,1321200,946802,374398,29,0.0299934130212305,1
"18199",0,415200,318957,96243,25,0.188530597372914,1
"18205",0,391200,271343,119857,41,0.0630851923450806,1
"18212",0,679200,496989,182211,20,0.17373247257287,1
"18231",1,1072800,805331,267469,30,0.0440382074913662,1
"18239",0,406800,276991,129809,54,0.0227051049568362,1
"18263",0,385200,293801,91399,22,0.237443033821205,1
"18269",1,796800,633547,163253,29,0.0777843802810538,1
"18271",0,1003200,722373,280827,25,0.0715012961879387,1
"18286",0,806400,585414,220986,30,0.069638358456934,1
"18295",0,458400,363350,95050,24,0.189178818104881,1
"18300",1,678000,482553,195447,50,0.0189667457114116,1
"18308",0,391200,282917,108283,21,0.248880815290509,1
"18320",1,841200,561527,279673,28,0.0746140775255706,1
"18327",1,469200,334587,134613,37,0.0742673862439342,1
"18331",1,1180800,910151,270649,37,0.021367851151765,1
"18336",1,1353600,1011875,341725,25,0.0390824993933664,1
"18338",0,1082400,854701,227699,23,0.0743010747268694,1
"18350",1,1137600,801303,336297,47,0.010258422886799,1
"18360",0,1108800,844922,263878,48,0.0102590582871635,1
"18361",0,379200,276855,102345,21,0.253282132095354,1
"18363",1,452400,338602,113798,43,0.0491821396955211,1
"18371",0,433200,342590,90610,49,0.0324359696627327,1
"18373",0,610800,413125,197675,20,0.190654847044737,1
"18378",0,403200,282250,120950,37,0.0830359168379793,1
"18386",1,686400,529702,156698,32,0.0748057658838321,1
"18396",0,440400,357059,83341,25,0.182639718726691,1
"18405",0,856800,612014,244786,28,0.073698186733419,1
"18421",1,868800,696908,171892,28,0.0742607022541459,1
"18437",1,741600,524804,216796,38,0.0425908702523509,1
"18444",1,1053600,854369,199231,32,0.0400966997392226,1
"18446",0,573600,441880,131720,24,0.158170460928323,1
"18461",0,625200,461063,164137,55,0.014230023221618,1
"18464",1,1080000,858840,221160,43,0.0162309715787696,1
"18465",1,602400,463811,138589,45,0.0325011941421098,1
"18481",0,1076400,772243,304157,40,0.0199745473672556,1
"18487",1,841200,662189,179011,42,0.0268644404108171,1
"18502",0,895200,643218,251982,34,0.0440217693148192,1
"18504",0,570000,421170,148830,22,0.180410061621497,1
"18512",0,1068000,773538,294462,57,0.00535126595592028,1
"18514",0,510000,386002,123998,21,0.210977638364577,1
"18516",0,404400,280639,123761,27,0.166506989779853,1
"18535",1,1183200,928527,254673,43,0.0134037299043847,1
"18537",1,565200,376925,188275,25,0.146876353088586,1
"18544",1,1030800,738352,292448,50,0.00992263331420117,1
"18551",1,1315200,907370,407830,36,0.0173727445397905,1
"18558",1,1434000,1203727,230273,41,0.0102570449789955,1
"18566",0,968400,691954,276446,37,0.0306364982379373,1
"18570",1,1028400,694263,334137,47,0.0124052918897265,1
"18575",1,654000,510525,143475,30,0.0916086280071139,1
"18580",0,534000,397769,136231,20,0.216436381957181,1
"18617",0,1056000,881971,174029,45,0.0147390860788005,1
"18625",1,1436400,1123805,312595,26,0.0318284799395109,1
"18627",1,1123200,832528,290672,29,0.0432796461356698,1
"18629",0,1318800,935608,383192,36,0.0174338658896,1
"18641",1,1117200,778274,338926,38,0.021464364638602,1
"18646",0,498000,355410,142590,23,0.187801134351802,1
"18653",0,594000,458978,135022,20,0.19921679286728,1
"18655",0,562800,424947,137853,21,0.195114998345532,1
"18667",0,786000,574079,211921,39,0.0366899477854681,1
"18669",0,1311600,974072,337528,39,0.0142148102151275,1
"18671",0,590400,457614,132786,23,0.164884702518355,1
"18677",1,576000,404621,171379,48,0.0266315917001899,1
"18688",0,608400,493392,115008,20,0.196486601947976,1
"18689",0,1027200,787683,239517,45,0.0150945913027149,1
"18705",0,386400,270596,115804,23,0.221303886859153,1
"18723",1,775200,653670,121530,29,0.0817909258505432,1
"18745",0,1252800,871045,381755,22,0.0571446891246412,1
"18755",0,398400,294667,103733,22,0.232397258771479,1
"18757",0,1160400,829197,331203,54,0.00568990598299346,1
"18764",1,974400,681575,292825,46,0.0149714909538613,1
"18804",0,422400,309038,113362,40,0.0647231856895618,1
"18821",1,852000,686198,165802,32,0.0568447138150164,1
"18852",0,372000,268125,103875,27,0.175687313296642,1
"18854",1,1143600,919388,224212,31,0.0368340479608372,1
"18855",0,704400,537312,167088,47,0.0231470404092931,1
"18861",0,510000,378046,131954,24,0.173565644931252,1
"18865",0,447600,346674,100926,33,0.103978318242871,1
"18875",0,372000,289080,82920,20,0.272627244735941,1
"18880",0,644400,481839,162561,56,0.0127357984045592,1
"18888",0,685200,542601,142599,39,0.04464002741813,1
"18898",0,654000,502489,151511,58,0.0107526039833045,1
"18903",0,555600,476074,79526,23,0.176536907750223,1
"18905",1,1063200,824099,239101,50,0.00958109301749315,1
"18916",0,489600,345535,144065,24,0.178040616585094,1
"18919",1,862800,630528,232272,45,0.020089611913444,1
"18922",0,901200,653043,248157,29,0.0635772790670754,1
"18926",1,499200,396268,102932,44,0.0423353287190938,1
"18928",0,404400,307580,96820,42,0.0577886077241084,1
"18941",0,475200,358418,116782,23,0.195594055686992,1
"18943",0,1420800,1097403,323397,37,0.0138444702050589,1
"18951",1,416400,323220,93180,30,0.134973828090257,1
"18957",0,1046400,832829,213571,55,0.00672029688252563,1
"18962",0,408000,289175,118825,25,0.189075514703002,1
"18969",0,396000,305079,90921,22,0.234068231942421,1
"18973",1,524400,381989,142411,37,0.0676881015082736,1
"18988",1,1240800,931687,309113,40,0.0150212753225759,1
"18995",0,387600,302322,85278,54,0.0238764195837512,1
"18998",0,602400,466117,136283,22,0.172886387898343,1
"19028",0,634800,453425,181375,21,0.173543755336854,1
"19032",0,480000,357149,122851,25,0.170258786548703,1
"19041",0,1174800,906727,268073,23,0.0629432236200268,1
"19042",0,1282800,921937,360863,30,0.0297981001104997,1
"19049",0,1248000,924618,323382,21,0.0634434857403043,1
"19052",1,1335600,1030299,305301,45,0.00862061365894294,1
"19057",0,1348800,948282,400518,27,0.0330453155177399,1
"19061",0,454800,371559,83241,21,0.230413145598025,1
"19064",0,434400,316520,117880,25,0.182141595929735,1
"19081",0,512400,342478,169922,30,0.113381148179127,1
"19086",0,398400,302788,95612,30,0.138582136105241,1
"19090",1,451200,339336,111864,38,0.0716447045692411,1
"19126",0,506400,413850,92550,21,0.214144521544866,1
"19127",1,1149600,949908,199692,33,0.0315730669522958,1
"19130",1,478800,354776,124024,50,0.027431334676894,1
"19138",1,529200,388502,140698,25,0.157472475990348,1
"19178",1,640800,492820,147980,32,0.0807859153484807,1
"19196",1,1179600,922060,257540,44,0.0124560576763833,1
"19205",0,987600,634677,352923,20,0.102641007406016,1
"19208",1,362400,306057,56343,38,0.0844132658060332,1
"19211",0,601200,470848,130352,21,0.185218709982958,1
"19216",1,1215600,921677,293923,34,0.0251789643600661,1
"19222",1,1285200,1014974,270226,42,0.0120777837009543,1
"19230",1,390000,286269,103731,40,0.0684917180584604,1
"19242",0,638400,422281,216119,20,0.182199495784379,1
"19252",0,847200,642125,205075,38,0.035815170235621,1
"19265",0,621600,456662,164938,53,0.0167379790134842,1
"19269",1,567600,405017,162583,31,0.0970995057844136,1
"19270",0,512400,399456,112944,22,0.198092732576212,1
"19283",0,1396800,1148978,247822,39,0.0127115204219791,1
"19285",0,639600,421448,218152,21,0.17024698900615,1
"19291",1,1318800,976797,342003,48,0.00690515932693557,1
"19293",0,570000,422737,147263,22,0.1805030106701,1
"19297",0,496800,335175,161625,20,0.225908057915217,1
"19299",0,511200,393748,117452,23,0.185819402597832,1
"19309",0,595200,436601,158599,21,0.185095487664971,1
"19327",1,1033200,846076,187124,50,0.0103033805568099,1
"19328",1,476400,338092,138308,35,0.084856193509621,1
"19334",0,802800,619495,183305,35,0.0488900552284388,1
"19338",1,1417200,943220,473980,36,0.014194943491275,1
"19347",0,1008000,770405,237595,33,0.039525797480425,1
"19349",0,866400,713451,152949,31,0.060112682652761,1
"19354",0,574800,381877,192923,54,0.0165958906564272,1
"19361",1,974400,665279,309121,46,0.0148754071740497,1
"19366",0,360000,281794,78206,20,0.277195101157555,1
"19367",0,494400,393071,101329,23,0.191312386299525,1
"19369",0,1213200,980082,233118,33,0.0279712393088925,1
"19374",0,1124400,875811,248589,55,0.00578555461961175,1
"19390",0,374400,303368,71032,23,0.22809457189668,1
"19414",1,399600,301150,98450,26,0.180556380513196,1
"19435",1,1244400,837716,406684,29,0.033741163949012,1
"19437",1,598800,437573,161227,33,0.0799604089861268,1
"19438",0,506400,388429,117971,21,0.212433695094079,1
"19446",1,776400,557782,218618,30,0.073186247007402,1
"19449",1,1105200,921588,183612,50,0.00910604617205777,1
"19458",0,742800,541035,201765,44,0.026979522720682,1
